Cust_Id,City,age,MonthlyIncome,MinBal,MaxBal,Age with Bank
49280,Mumbai,32,52641,15337,36190,4
49281,Nashik,34,27374,12003,36381,3
49282,Nashik,42,34597,14589,26354,4
49283,Nashik,40,27212,19058,23328,5
49284,Pune,30,43656,14142,37038,3
49285,Mumbai,37,25487,13332,38320,5
49286,Mumbai,41,32257,18941,35749,2
49287,Nashik,37,43619,12683,27413,2
49288,Nashik,44,37004,19123,31246,4
49289,Nashik,33,56366,12374,37644,4
49290,Pune,42,55790,14560,29933,5
49291,Mumbai,37,56891,19911,26950,5
49292,Aurangabad,43,43807,12385,33842,4
49293,Kolhapur,39,38838,14412,24431,4
49294,Kolhapur,43,48068,15542,25422,2
49295,Aurangabad,44,27473,18593,22405,2
49296,Aurangabad,32,36043,17430,35445,5
49297,Kolhapur,39,51403,12270,27012,2
49298,Solapur,32,41238,13812,38218,3
49299,Mumbai,39,33751,12445,34457,4
49300,Kolhapur,36,42593,12388,21555,3
49301,Aurangabad,45,57515,14969,25444,5
49302,Aurangabad,33,32206,14107,27165,5
49303,Kolhapur,33,33933,14315,36221,5
49304,Solapur,45,51598,12474,28573,5
49305,Mumbai,35,59602,12928,31184,2
49306,Pune,36,38842,13898,27583,4
49307,Mumbai,33,54689,15208,36300,3
49308,Mumbai,35,47143,15666,25575,2
49309,Nashik,44,48634,14157,37933,4
49310,Nashik,35,41074,17420,29547,4
49311,Nashik,42,45200,14201,29498,3
49312,Pune,36,33327,13573,38587,2
49313,Mumbai,30,52942,18885,35635,3
49314,Mumbai,33,34665,17407,31245,2
49315,Pune,43,48377,16390,33353,2
49316,Mumbai,35,33402,17416,21101,2
49317,Mumbai,33,45674,15130,35422,2
49318,Nashik,32,54529,14501,27242,5
49319,Nashik,33,52407,15527,35739,5
49320,Nashik,39,52150,17228,27959,4
49321,Nashik,45,30634,14402,26574,3
49322,Pune,39,29124,15789,24031,4
49323,Mumbai,32,33120,19419,34766,4
49324,Aurangabad,37,57177,16421,34382,5
49325,Kolhapur,43,54652,15982,29030,2
49326,Kolhapur,45,34401,15399,28077,3
49327,Aurangabad,45,38868,18164,34460,5
49328,Aurangabad,42,47119,12247,37163,2
49329,Kolhapur,44,32245,19978,21614,4
49330,Nashik,43,28876,18403,32257,5
49331,Pune,30,53649,12759,28516,4
49332,Mumbai,37,45408,18413,23213,2
49333,Aurangabad,39,45464,14739,22164,3
49334,Kolhapur,34,32651,19252,26707,4
49335,Kolhapur,44,54399,14644,39376,4
49336,Aurangabad,31,31692,16084,22229,2
49337,Aurangabad,34,26834,16891,30381,5
49338,Kolhapur,30,36149,16000,23603,5
49339,Mumbai,36,27331,17878,32526,4
49340,Pune,32,38834,19557,24519,2
49341,Mumbai,42,27550,19036,26800,5
49342,Mumbai,37,59718,18220,24095,4
49343,Nashik,33,44003,12720,22073,5
49344,Nashik,43,48527,12438,28275,5
49345,Nashik,33,27859,17479,26120,4
49346,Pune,34,34759,14001,39670,3
49347,Mumbai,42,26316,15195,27944,2
49348,Aurangabad,30,49583,14253,21379,2
49349,Kolhapur,37,56235,14314,39082,5
49350,Kolhapur,43,39251,15795,37677,3
49351,Aurangabad,40,58653,18890,22301,5
49352,Aurangabad,39,59358,17227,24155,3
49353,Kolhapur,42,33631,16691,32101,3
49354,Solapur,37,49716,15642,20153,2
49355,Mumbai,45,25074,14269,35660,3
49356,Pune,39,25162,17290,28546,4
49357,Mumbai,44,38780,17068,33247,4
49358,Mumbai,33,47356,13976,31747,3
49359,Nashik,36,37926,18930,22976,3
49360,Nashik,44,31202,15937,33180,4
49361,Nashik,35,28085,15134,28005,3
49362,Pune,33,26853,19153,32476,3
49363,Mumbai,40,51005,17606,32486,3
49364,Mumbai,41,34535,13566,28343,3
49365,Pune,44,27701,19550,20049,3
49366,Mumbai,31,26516,13870,37883,5
49367,Mumbai,30,26732,15150,29416,5
49368,Nashik,41,32392,19509,38920,3
49369,Nashik,31,59973,19161,21801,3
49370,Nashik,35,53348,12648,20123,4
49371,Pune,36,30953,15919,22894,3
49372,Mumbai,39,57208,12682,32776,2
49373,Mumbai,45,47781,17694,26561,2
49374,Nashik,41,45802,12106,30185,5
49375,Nashik,36,48355,12961,21320,3
49376,Nashik,30,58557,17687,22710,3
49377,Pune,41,41462,19780,23820,4
49378,Mumbai,39,25817,12060,25790,3
49379,Aurangabad,39,53023,12429,31286,4
49380,Kolhapur,34,53248,15894,37235,3
49381,Kolhapur,33,43011,12081,33566,3
49382,Aurangabad,43,37422,17839,21251,4
49383,Aurangabad,31,46547,19124,38543,5
49384,Kolhapur,37,34680,13952,22577,2
49385,Solapur,45,52894,17225,25499,4
49386,Mumbai,38,57393,14319,25357,5
49387,Kolhapur,41,36041,13796,20536,4
49388,Aurangabad,40,34337,17643,27844,4
49389,Aurangabad,35,31012,15504,31074,5
49390,Kolhapur,38,46703,12394,27457,3
49391,Solapur,34,41771,16726,22558,4
49392,Mumbai,44,55832,14937,33275,3
49393,Pune,42,47659,14959,30436,5
49394,Mumbai,30,35457,15406,36405,3
49395,Mumbai,35,53466,13675,29537,3
49396,Nashik,33,54143,12185,23388,3
49397,Nashik,35,42625,12598,21375,4
49398,Nashik,35,30441,19308,28353,3
49399,Pune,31,33939,16311,23420,5
49400,Mumbai,40,26409,12068,26566,2
49401,Mumbai,41,57553,16428,37815,5
49402,Pune,42,37619,13706,26472,3
49403,Mumbai,40,33912,15901,20431,2
49404,Mumbai,32,52210,14714,34967,5
49405,Nashik,44,46562,19930,33448,3
49406,Nashik,36,53315,17736,37082,4
49407,Nashik,39,36563,18869,24358,5
49408,Nashik,33,46655,19361,29838,4
49409,Pune,30,35144,16497,30916,2
49410,Mumbai,45,59973,12215,31422,5
49411,Aurangabad,32,30816,14931,20994,4
49412,Kolhapur,38,42321,14171,30907,3
49413,Kolhapur,40,41116,16173,28596,4
49414,Aurangabad,32,34072,12936,34252,2
49415,Aurangabad,38,54003,15538,28683,3
49416,Kolhapur,33,27419,13000,31904,5
49417,Nashik,34,49599,19710,30235,2
49418,Pune,32,47773,16834,25596,2
49419,Mumbai,44,51692,14581,25226,3
49420,Aurangabad,40,40905,19734,31988,2
49421,Kolhapur,41,54624,14974,35803,4
49422,Kolhapur,30,48654,17226,29015,4
49423,Aurangabad,31,36513,18708,36433,3
49424,Aurangabad,45,33635,16339,20719,3
49425,Kolhapur,42,27168,14076,33881,5
49426,Mumbai,31,34953,15409,24222,2
49427,Pune,40,51631,15719,22712,2
49428,Mumbai,36,44128,19389,30449,4
49429,Mumbai,35,37249,17191,21131,3
49430,Nashik,36,53507,12003,21030,2
49431,Nashik,31,33972,16930,33041,5
49432,Nashik,30,32714,16975,39185,2
49433,Pune,45,33670,15365,35729,4
49434,Mumbai,39,58654,14535,33823,4
49435,Aurangabad,34,45985,13726,23155,3
49436,Kolhapur,37,59900,14021,35789,3
49437,Kolhapur,32,59505,13829,20195,3
49438,Aurangabad,39,54347,17921,32765,2
49439,Aurangabad,44,26006,13903,20366,4
49440,Kolhapur,31,27664,13987,20279,2
49441,Solapur,35,39812,13600,34155,4
49442,Mumbai,33,33682,13636,33889,2
49443,Pune,45,28318,14386,27397,5
49444,Mumbai,31,58784,14494,22713,4
49445,Mumbai,41,55379,13820,32004,5
49446,Nashik,39,52017,19203,21016,2
49447,Nashik,33,37651,19091,38600,3
49448,Nashik,44,57408,16177,22591,4
49449,Pune,42,40947,15597,27934,4
49450,Mumbai,43,28885,18064,26339,3
49451,Mumbai,45,31980,15343,22706,4
49452,Pune,30,28985,15788,36120,2
49453,Mumbai,43,56608,15307,22987,4
49454,Mumbai,43,57764,13334,35887,3
49455,Nashik,42,36010,12522,32226,3
49456,Nashik,42,50866,12087,21409,3
49457,Nashik,35,57385,16287,39603,3
49458,Pune,31,44155,15972,39760,3
49459,Mumbai,33,38250,18272,33375,3
49460,Mumbai,33,53238,12346,29510,2
49461,Nashik,34,45391,17021,35290,3
49462,Nashik,40,31193,12109,29479,5
49463,Nashik,30,48435,16510,24506,5
49464,Pune,36,32994,18578,22348,2
49465,Mumbai,41,39122,17018,27208,5
49466,Aurangabad,40,58239,19883,22817,2
49467,Kolhapur,43,54053,16173,33057,5
49468,Kolhapur,30,44755,16287,26164,4
49469,Aurangabad,36,43960,18024,23332,4
49470,Aurangabad,39,50958,12619,32359,2
49471,Kolhapur,45,33826,17540,21869,4
49472,Solapur,30,32285,14402,38387,2
49473,Mumbai,38,44438,18683,26640,5
49474,Kolhapur,42,31685,13404,25688,5
49475,Aurangabad,43,56051,14051,27833,5
49476,Aurangabad,42,35774,19293,30410,4
49477,Kolhapur,30,45450,15525,28597,5
49478,Solapur,35,40451,15894,26695,5
49479,Mumbai,41,27729,15462,32603,2
49480,Pune,34,33840,17605,25192,5
49481,Mumbai,38,25309,12122,38617,2
49482,Mumbai,42,50605,17019,34465,5
49483,Nashik,31,54031,13804,30965,5
49484,Nashik,36,34310,12776,30481,2
49485,Nashik,37,47674,15039,21576,4
49486,Pune,32,35059,18023,28638,5
49487,Mumbai,36,40559,13564,30822,4
49488,Mumbai,37,39858,18271,29271,2
49489,Pune,33,29746,12764,35675,2
49490,Mumbai,43,54220,19725,29777,5
49491,Mumbai,40,37228,18691,24034,3
49492,Nashik,35,27700,13042,21768,2
49493,Nashik,42,53362,19206,28869,4
49494,Nashik,36,29622,15862,22696,4
49495,Nashik,34,26841,16238,20872,3
49496,Pune,38,34380,13992,28635,4
49497,Mumbai,33,35896,14465,28719,4
49498,Aurangabad,43,50558,14549,28351,2
49499,Kolhapur,44,54161,12748,25371,5
49500,Kolhapur,36,34048,18825,28277,5
49501,Aurangabad,35,40171,19753,35384,5
49502,Aurangabad,31,43828,17276,33931,4
49503,Kolhapur,40,37544,14189,34444,4
49504,Nashik,36,37215,12598,35990,5
49505,Pune,45,31130,13578,32839,4
49506,Mumbai,37,30774,14414,28067,5
49507,Aurangabad,41,58803,16736,30369,3
49508,Kolhapur,31,53588,18056,21475,5
49509,Kolhapur,38,41106,12729,24066,3
49510,Aurangabad,41,31353,12629,22096,5
49511,Aurangabad,41,33976,16135,23876,2
49512,Kolhapur,38,59419,14622,23539,5
49513,Mumbai,39,38501,16914,34272,5
49514,Pune,35,30735,16217,37622,2
49515,Mumbai,42,39021,16897,27133,5
49516,Mumbai,39,47777,13450,35918,3
49517,Nashik,32,45036,18200,28459,3
49518,Nashik,43,37793,13511,29955,4
49519,Nashik,43,53939,16779,29622,5
49520,Pune,33,39755,15590,28163,4
49521,Mumbai,32,36664,18136,33233,3
49522,Aurangabad,34,30132,19655,21117,3
49523,Kolhapur,41,55498,13998,25407,5
49524,Kolhapur,44,30375,17484,20721,4
49525,Aurangabad,41,39630,16440,23681,5
49526,Aurangabad,45,35310,12234,37817,5
49527,Kolhapur,40,54730,12034,25242,4
49528,Solapur,35,51117,17944,23317,4
49529,Mumbai,34,50326,12362,38941,4
49530,Pune,39,38271,18909,33466,4
49531,Mumbai,34,31705,12162,28264,5
49532,Mumbai,42,35573,17908,31542,3
49533,Nashik,39,34693,19359,30852,2
49534,Nashik,33,36761,14284,27338,2
49535,Nashik,41,50465,15721,38596,5
49536,Pune,37,43288,17367,23266,4
49537,Mumbai,38,50333,18928,28377,4
49538,Mumbai,33,30965,15420,38300,3
49539,Pune,37,45722,13052,31424,5
49540,Mumbai,30,46014,18972,39369,3
49541,Mumbai,30,39357,16125,34249,4
49542,Nashik,38,48869,14540,39234,2
49543,Nashik,45,32685,12318,35722,2
49544,Nashik,36,51937,18304,38811,5
49545,Pune,37,31231,17400,21534,5
49546,Mumbai,40,55170,12776,26524,2
49547,Mumbai,43,31092,13530,25516,5
49548,Nashik,42,51007,15694,25776,2
49549,Nashik,36,59926,12830,26064,4
49550,Nashik,31,56672,16928,34408,4
49551,Pune,37,34241,13785,36679,5
49552,Mumbai,40,55867,15583,28551,2
49553,Aurangabad,41,43813,16695,25668,5
49554,Kolhapur,32,50928,12418,23215,2
49555,Kolhapur,33,52983,15002,30134,4
49556,Aurangabad,34,30771,14315,38117,2
49557,Aurangabad,38,55886,12558,26694,3
49558,Kolhapur,30,26555,18858,22378,5
49559,Solapur,38,29698,19472,21042,4
49560,Mumbai,33,37363,15355,38359,3
49561,Kolhapur,36,36436,17763,26992,3
49562,Aurangabad,33,57414,18065,24249,4
49563,Aurangabad,34,40114,17582,23134,5
49564,Kolhapur,30,46912,16494,32450,3
49565,Solapur,30,25858,18792,23127,2
49566,Mumbai,43,33199,14289,34124,4
49567,Pune,39,45626,19253,21487,3
49568,Mumbai,35,46980,12234,35158,2
49569,Mumbai,38,31821,18298,36462,5
49570,Nashik,41,52472,15228,36055,5
49571,Nashik,30,31995,17748,23177,3
49572,Nashik,36,43579,17523,21900,4
49573,Pune,33,30899,19908,31347,4
49574,Mumbai,36,32741,13719,38751,3
49575,Mumbai,41,45458,17301,31553,4
49576,Pune,43,40174,12487,33657,4
49577,Mumbai,42,58722,17298,37336,3
49578,Mumbai,42,38737,13375,36913,4
49579,Nashik,40,25095,16677,32206,2
49580,Nashik,34,44226,18821,36081,4
49581,Nashik,43,26063,16888,36169,4
49582,Nashik,41,42744,18480,32433,2
49583,Pune,39,30526,14206,29503,5
49584,Mumbai,40,42018,13481,34934,5
49585,Aurangabad,36,28883,14532,36571,2
49586,Kolhapur,31,30798,13665,36680,3
49587,Kolhapur,39,44922,19487,37867,2
49588,Aurangabad,41,51880,14286,21831,4
49589,Aurangabad,41,27803,13035,28688,2
49590,Kolhapur,37,38924,14095,21894,2
49591,Nashik,31,51867,15809,38894,2
49592,Pune,43,53063,18607,36275,4
49593,Mumbai,33,46857,13495,22171,3
49594,Aurangabad,31,52095,12512,34747,5
49595,Kolhapur,45,39822,18136,24342,4
49596,Kolhapur,40,43614,16587,28833,2
49597,Aurangabad,32,35130,19682,35006,4
49598,Aurangabad,33,25611,17911,20259,4
49599,Kolhapur,43,25592,18183,22127,3
49600,Mumbai,30,47034,18600,32727,2
49601,Pune,39,43882,17348,25587,3
49602,Mumbai,40,37580,15687,34487,5
49603,Mumbai,33,59052,18206,30917,3
49604,Nashik,43,46869,16675,35054,3
49605,Nashik,42,46779,16880,28618,4
49606,Nashik,31,37768,13645,29190,5
49607,Pune,42,41099,12405,32161,3
49608,Mumbai,33,49598,12437,36215,3
49609,Aurangabad,31,39273,13035,22420,2
49610,Kolhapur,45,38683,15072,23066,4
49611,Kolhapur,41,58208,15142,27379,4
49612,Aurangabad,37,56783,17039,31668,2
49613,Aurangabad,33,38929,13787,24284,3
49614,Kolhapur,34,47913,17368,35608,2
49615,Solapur,30,38518,19399,24844,2
49616,Mumbai,33,51969,12211,22606,2
49617,Pune,44,46695,15650,38017,2
49618,Mumbai,30,29863,12699,22769,2
49619,Mumbai,44,28897,13115,24996,2
49620,Nashik,37,25993,15906,20151,4
49621,Nashik,36,56078,18232,34471,4
49622,Nashik,37,47344,16632,35589,2
49623,Pune,31,52181,18362,24256,3
49624,Mumbai,36,25988,18039,22666,4
49625,Mumbai,44,57930,18561,37839,3
49626,Pune,31,25356,12079,23811,4
49627,Mumbai,31,46060,17461,27681,4
49628,Mumbai,30,25715,12610,23572,5
49629,Nashik,31,27452,13621,33647,3
49630,Nashik,44,44602,16624,22770,4
49631,Nashik,33,28838,15523,24107,3
49632,Pune,37,44490,12445,32114,5
49633,Mumbai,36,29971,17584,28836,5
49634,Mumbai,32,39022,17733,34579,4
49635,Nashik,32,57361,19183,30073,4
49636,Nashik,36,47472,13582,39216,2
49637,Nashik,30,49806,13145,29181,4
49638,Pune,35,55306,14412,20958,4
49639,Mumbai,33,33535,15992,32855,5
49640,Aurangabad,44,34508,17117,32891,4
49641,Kolhapur,45,45501,14462,25829,5
49642,Kolhapur,45,55829,15747,26191,4
49643,Aurangabad,41,57226,15509,36033,5
49644,Aurangabad,38,31660,14570,30258,5
49645,Kolhapur,34,26180,18017,39294,2
49646,Solapur,39,27383,16375,29399,2
49647,Mumbai,36,44998,19394,20551,2
49648,Kolhapur,41,43820,16398,25324,2
49649,Aurangabad,44,44815,17930,34352,2
49650,Aurangabad,35,49843,16666,27660,2
49651,Kolhapur,45,41645,12526,30263,5
49652,Solapur,43,37770,12190,34158,5
49653,Mumbai,37,33771,12062,35055,4
49654,Pune,38,25351,14405,24754,2
49655,Mumbai,40,47557,15547,22259,2
49656,Mumbai,40,55535,19881,22153,4
49657,Nashik,42,43023,17604,22806,3
49658,Nashik,30,36374,17896,32704,2
49659,Nashik,41,33228,16623,20873,5
49660,Pune,33,25934,15796,35735,2
49661,Mumbai,35,43469,18953,32920,5
49662,Mumbai,44,40009,18542,37451,2
49663,Pune,31,30863,12182,37853,3
49664,Mumbai,43,35408,15037,30668,4
49665,Mumbai,43,38792,17282,39375,2
49666,Nashik,34,58597,12782,21880,3
49667,Nashik,35,37710,14709,27181,2
49668,Nashik,38,47401,14689,28752,5
49669,Nashik,44,27776,17814,36279,5
49670,Pune,37,56746,17832,38414,3
49671,Mumbai,44,57541,13099,30534,5
49672,Aurangabad,40,52776,13207,34422,4
49673,Kolhapur,45,48135,17688,23602,4
49674,Kolhapur,31,59053,13707,36909,5
49675,Aurangabad,31,36349,12824,37532,4
49676,Aurangabad,34,58941,14765,22263,2
49677,Kolhapur,44,50608,17428,30534,3
49678,Nashik,30,48856,17412,34802,2
49679,Pune,42,55576,15624,29314,5
49680,Mumbai,44,29657,14623,27414,5
49681,Aurangabad,30,51883,12896,34039,4
49682,Kolhapur,45,30534,15926,23991,3
49683,Kolhapur,33,35722,13962,37794,2
49684,Aurangabad,37,43092,17371,24512,2
49685,Aurangabad,41,26315,15152,22676,4
49686,Kolhapur,41,53440,17596,27917,5
49687,Mumbai,30,32453,12962,28504,4
49688,Pune,40,50909,13285,31572,4
49689,Mumbai,34,25831,19940,34411,5
49690,Mumbai,42,46483,16051,25069,4
49691,Nashik,37,40398,14995,28377,2
49692,Nashik,38,52670,19074,28736,2
49693,Nashik,45,45789,14526,25493,5
49694,Pune,45,30822,18762,30140,3
49695,Mumbai,37,52630,19962,23094,4
49696,Aurangabad,33,25585,17799,33021,3
49697,Kolhapur,35,39650,16859,25443,3
49698,Kolhapur,41,32173,12262,23793,4
49699,Aurangabad,37,56150,17440,26753,4
49700,Aurangabad,43,26548,13097,26332,2
49701,Kolhapur,32,44984,17413,21950,4
49702,Solapur,37,47663,17812,30840,2
49703,Mumbai,45,39748,13680,39986,2
49704,Pune,35,34671,14414,20071,4
49705,Mumbai,40,38474,15033,26365,2
49706,Mumbai,45,26429,15543,30019,5
49707,Nashik,42,28063,18544,38731,5
49708,Nashik,32,33670,14512,36687,4
49709,Nashik,42,40250,15132,31865,4
49710,Pune,32,39864,12663,25041,4
49711,Mumbai,41,36993,14374,28900,4
49712,Mumbai,35,56434,17076,31200,3
49713,Pune,35,42328,13416,32666,5
49714,Mumbai,36,32035,13003,25967,2
49715,Mumbai,33,39326,19667,36001,3
49716,Nashik,36,30370,15229,32738,3
49717,Nashik,38,55806,16660,28979,3
49718,Nashik,35,26719,14498,28744,4
49719,Pune,31,45502,17877,34682,5
49720,Mumbai,42,31289,15638,33283,2
49721,Mumbai,42,57661,17563,24242,2
49722,Nashik,30,59925,17314,38281,3
49723,Nashik,35,39521,13042,35828,2
49724,Nashik,39,59054,18023,22892,3
49725,Pune,45,30708,15976,21747,3
49726,Mumbai,31,45496,18259,32315,4
49727,Aurangabad,37,35966,19615,37710,2
49728,Kolhapur,43,27578,15512,20061,2
49729,Kolhapur,43,46438,16414,25490,2
49730,Aurangabad,31,28919,17613,22235,4
49731,Aurangabad,42,44382,16768,21153,3
49732,Kolhapur,35,42026,15808,34282,4
49733,Solapur,32,49803,19622,25392,3
49734,Mumbai,36,59814,18139,24350,2
49735,Kolhapur,43,54639,13351,20514,5
49736,Aurangabad,33,30506,14883,21763,2
49737,Aurangabad,40,42330,15488,25513,4
49738,Kolhapur,39,57279,13805,32943,2
49739,Solapur,40,47652,16642,34645,4
49740,Mumbai,33,39949,12285,20446,2
49741,Pune,36,48933,12781,24222,2
49742,Mumbai,30,25732,17053,34116,4
49743,Mumbai,41,58758,15319,20830,3
49744,Nashik,34,41110,12807,22574,2
49745,Nashik,35,52378,16562,36626,2
49746,Nashik,37,38643,12681,36837,4
49747,Pune,41,38673,18687,36217,4
49748,Mumbai,40,32464,16071,39663,3
49749,Mumbai,37,46233,16906,20996,5
49750,Pune,36,33211,12546,23490,4
49751,Mumbai,32,32929,18152,33314,4
49752,Mumbai,39,27614,14453,20976,5
49753,Nashik,32,28739,13169,24304,5
49754,Nashik,38,54886,18528,26974,2
49755,Nashik,44,28027,14108,26980,2
49756,Nashik,43,33310,18143,25913,4
49757,Pune,35,37140,12388,33642,4
49758,Mumbai,36,57788,14502,30287,4
49759,Aurangabad,39,50667,15175,24923,5
49760,Kolhapur,44,43184,15196,29206,5
49761,Kolhapur,35,59870,16168,35491,4
49762,Aurangabad,40,27843,15601,29928,4
49763,Aurangabad,37,42822,19231,30518,4
49764,Kolhapur,38,47211,13087,30334,5
49765,Nashik,31,28897,15293,21396,3
49766,Pune,34,51035,16720,23551,4
49767,Mumbai,32,25182,14955,20311,2
49768,Aurangabad,31,51102,17950,34861,2
49769,Kolhapur,34,46085,13137,28894,5
49770,Kolhapur,41,58077,14440,26808,2
49771,Aurangabad,33,28798,17781,26409,3
49772,Aurangabad,39,28620,12873,28213,4
49773,Kolhapur,38,57391,19627,25922,2
49774,Mumbai,36,42206,19086,23037,3
49775,Pune,43,28480,18893,20506,5
49776,Mumbai,30,54668,13326,32027,4
49777,Mumbai,30,29135,18134,23647,4
49778,Nashik,34,50014,15459,37765,3
49779,Nashik,33,33793,17571,25470,3
49780,Nashik,30,32486,15687,36617,5
49781,Pune,40,55219,16964,29071,3
49782,Mumbai,37,42099,12284,21251,4
49783,Aurangabad,36,30058,12787,38587,3
49784,Kolhapur,41,36742,14802,28369,4
49785,Kolhapur,42,37396,18168,32022,3
49786,Aurangabad,38,41919,13965,32965,4
49787,Aurangabad,34,36232,12736,34947,4
49788,Kolhapur,31,42045,16600,39705,2
49789,Solapur,35,56970,19748,23772,5
49790,Mumbai,33,35390,13648,38830,3
49791,Pune,42,32207,16021,33317,5
49792,Mumbai,38,47392,13977,33755,2
49793,Mumbai,33,38829,14770,23783,2
49794,Nashik,35,56535,14327,20751,2
49795,Nashik,31,44772,15226,34712,5
49796,Nashik,37,53583,17895,35111,5
49797,Pune,44,46919,19905,27273,4
49798,Mumbai,33,57089,18336,32007,2
49799,Mumbai,34,30385,16742,33131,2
49800,Pune,33,48380,13016,35876,3
49801,Mumbai,41,49610,14105,28627,3
49802,Mumbai,31,38843,12479,39634,5
49803,Nashik,38,55247,19016,29831,4
49804,Nashik,38,30267,16643,27764,4
49805,Nashik,44,28630,12579,28833,4
49806,Pune,38,35547,17662,36432,3
49807,Mumbai,38,57478,13445,21194,4
49808,Mumbai,42,25206,16574,21348,4
49809,Nashik,35,40923,19708,26519,5
49810,Nashik,43,27949,19079,32555,2
49811,Nashik,42,54807,13212,22831,2
49812,Pune,41,58496,19089,29843,5
49813,Mumbai,42,37987,16979,27376,3
49814,Aurangabad,32,32052,12413,23256,4
49815,Kolhapur,40,27036,12703,35644,4
49816,Kolhapur,30,26571,18172,20794,2
49817,Aurangabad,37,38801,17018,39807,2
49818,Aurangabad,41,51041,16574,24641,2
49819,Kolhapur,41,53635,15843,36094,5
49820,Solapur,45,42186,18129,20946,3
49821,Mumbai,37,52502,18047,32756,3
49822,Kolhapur,32,54717,15847,32981,2
49823,Aurangabad,30,57429,14549,36864,5
49824,Aurangabad,41,33893,18033,24148,5
49825,Kolhapur,32,36180,12571,33679,2
49826,Solapur,33,54327,17549,25697,3
49827,Mumbai,30,45438,18012,28267,4
49828,Pune,36,27551,18472,25570,5
49829,Mumbai,34,33876,13047,31081,2
49830,Mumbai,45,58076,12136,25792,5
49831,Nashik,37,54929,18221,23656,3
49832,Nashik,33,26339,13407,29457,5
49833,Nashik,43,28088,14427,32594,3
49834,Pune,43,48698,17616,30830,5
49835,Mumbai,31,44687,13583,26624,5
49836,Mumbai,36,42876,18970,34233,3
49837,Pune,32,25127,13146,20384,2
49838,Mumbai,39,53150,19026,23872,4
49839,Mumbai,40,39794,15348,37577,4
49840,Nashik,31,49495,12596,26165,4
49841,Nashik,44,39618,17731,33363,3
49842,Nashik,44,30910,13587,28565,2
49843,Nashik,45,35594,16047,34399,3
49844,Pune,36,28476,15311,28533,4
49845,Mumbai,33,41200,18456,25231,3
49846,Aurangabad,42,47378,12009,24611,3
49847,Kolhapur,30,40039,16593,21656,4
49848,Kolhapur,33,57901,14191,31751,3
49849,Aurangabad,35,48396,19418,25940,4
49850,Aurangabad,35,55678,16051,27609,3
49851,Kolhapur,45,45070,14557,22449,3
49852,Nashik,35,38947,16677,29012,5
49853,Pune,39,35051,13559,34463,5
49854,Mumbai,40,29828,15874,23074,3
49855,Aurangabad,37,28391,15794,29271,2
49856,Kolhapur,32,56111,17720,30123,5
49857,Kolhapur,35,34288,14879,33824,2
49858,Aurangabad,36,58479,18159,20547,3
49859,Aurangabad,37,53186,14255,39473,2
49860,Kolhapur,38,36806,14769,28021,2
49861,Mumbai,43,43299,19633,20501,4
49862,Pune,43,59178,17377,21901,5
49863,Mumbai,35,40532,17637,24968,5
49864,Mumbai,42,28722,18570,27169,3
49865,Nashik,30,27635,13771,24300,3
49866,Nashik,38,25769,14518,32443,3
49867,Nashik,31,54236,17039,31118,5
49868,Pune,32,42800,13465,20697,3
49869,Mumbai,40,58936,12768,23774,4
49870,Aurangabad,40,25841,16821,33246,5
49871,Kolhapur,42,48077,19388,25084,4
49872,Kolhapur,40,35878,17172,37549,4
49873,Aurangabad,37,52222,12324,33802,5
49874,Aurangabad,31,25498,18272,33092,5
49875,Kolhapur,35,59107,19975,33413,3
49876,Solapur,40,56399,17528,38056,5
49877,Mumbai,39,47063,15507,24707,3
49878,Pune,32,58106,17827,21309,2
49879,Mumbai,44,40607,12046,20562,5
49880,Mumbai,44,48575,12735,21327,3
49881,Nashik,41,41650,17893,33087,3
49882,Nashik,37,48296,14864,27135,2
49883,Nashik,32,36057,16191,38952,5
49884,Pune,36,51274,18134,22799,2
49885,Mumbai,40,31748,13881,21871,3
49886,Mumbai,34,38344,18969,25790,3
49887,Pune,36,40216,19671,31551,3
49888,Mumbai,35,27339,17078,25228,5
49889,Mumbai,37,38117,13817,24769,3
49890,Nashik,37,49439,19261,31418,5
49891,Nashik,36,37860,13188,27964,2
49892,Nashik,39,53960,14740,30510,4
49893,Pune,35,33057,19166,32359,2
49894,Mumbai,30,27329,17036,31910,5
49895,Mumbai,30,37290,19047,24811,4
49896,Nashik,34,58459,17558,39871,5
49897,Nashik,36,29838,13437,24104,2
49898,Nashik,34,45278,15358,35934,3
49899,Pune,37,45738,19699,31050,3
49900,Mumbai,40,30025,14245,27104,2
49901,Aurangabad,37,35378,16855,25490,5
49902,Kolhapur,41,40869,14822,37068,5
49903,Kolhapur,34,35356,18728,39176,3
49904,Aurangabad,41,35969,19501,31763,5
49905,Aurangabad,32,42031,19705,39169,2
49906,Kolhapur,30,50194,19094,39324,5
49907,Solapur,37,41978,15552,23587,2
49908,Mumbai,43,49085,16449,34768,5
49909,Kolhapur,33,36027,19139,30891,3
49910,Aurangabad,31,29287,18629,32211,5
49911,Aurangabad,37,39613,18407,20574,2
49912,Kolhapur,32,53004,13414,34730,5
49913,Solapur,43,32361,16380,37463,2
49914,Mumbai,34,38548,18332,32409,5
49915,Pune,44,33163,16466,35489,5
49916,Mumbai,36,47749,15645,23545,2
49917,Mumbai,36,51971,13950,20092,5
49918,Nashik,41,46933,13619,35827,5
49919,Nashik,44,43416,14514,33703,5
49920,Nashik,36,49274,19160,21938,5
